City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,idri,27.5,13.2667,290.09,37,100,6.44,LY,1710379538
270,pasadena hills,38.7084,-90.2929,294.31,65,100,7.2,US,1710379539
271,alaghsas,17.0187,8.0168,301.33,11,19,2.15,NE,1710379540
272,berrotaran,-32.451,-64.3887,295.86,92,100,0.95,AR,1710379541
273,mesquite,32.7668,-96.5992,297.51,72,100,4.63,US,1710379542
274,safotu,-13.4513,-172.4018,302.27,79,94,2.79,WS,1710379549
275,sarupathar,26.1984,93.8094,292.84,51,10,0.77,IN,1710379551
276,oroqen zizhiqi,50.5667,123.7167,268.9,74,100,1.05,CN,1710379552
277,newport,51.5877,-2.9984,284.86,91,86,4.65,GB,1710379553
278,ambon,-3.6954,128.1814,304.23,70,20,4.63,ID,1710379554
279,tual,-5.6667,132.75,301.67,80,85,8.31,ID,1710379555
280,flying fish cove,-10.4217,105.6791,298.97,94,100,3.6,CX,1710379556
281,gobabis,-22.45,18.9667,295.12,23,5,6.34,NA,1710379559
282,chipinge,-20.1883,32.6236,293.55,69,17,2.03,ZW,1710379559
283,siem reap,13.5,104.0,301.85,66,7,2.41,KH,1710379561
284,angola,-12.5,18.5,290.5,98,64,1.4,AO,1710379562
285,sierra grande,-41.606,-65.3557,293.46,29,0,10.75,AR,1710379565
286,ishigaki,24.3448,124.1572,294.22,56,75,3.09,JP,1710379566
287,vangaindrano,-23.35,47.6,297.7,81,100,2.45,MG,1710379568
288,cutral-co,-38.9469,-69.2089,291.43,10,0,4.02,AR,1710379570
289,lhokseumawe,5.1801,97.1507,300.06,76,69,1.32,ID,1710379572
290,jilib,0.4883,42.7854,298.82,86,11,2.27,SO,1710379573
291,port-vila,-17.7338,168.3219,303.93,79,75,2.57,VU,1710379575
292,santa elena de uairen,4.6167,-61.1333,299.7,48,88,1.84,VE,1710379578
293,palma del rio,37.7002,-5.2812,282.33,90,7,1.43,ES,1710379579
294,ballina,-28.8667,153.5667,300.25,58,90,2.61,AU,1710379580
295,miguel ahumada,30.6167,-106.5167,293.98,16,100,10.41,MX,1710379585
296,anadyr,64.75,177.4833,260.43,78,75,2.0,RU,1710379586
297,hadibu,12.65,54.0333,297.81,80,31,3.46,YE,1710379586
298,timimoun,29.2639,0.231,291.36,17,0,5.14,DZ,1710379587
299,kodyma,48.0988,29.1246,273.21,96,100,4.31,UA,1710379592
300,cannonvale,-20.2833,148.7,299.81,74,96,6.27,AU,1710379593
301,tuam,53.5167,-8.85,278.83,96,100,3.79,IE,1710379594
302,jayrud,33.8074,36.7404,279.85,55,5,1.86,SY,1710379595
303,new norfolk,-42.7826,147.0587,288.87,40,29,1.66,AU,1710379596
304,wusong,30.95,117.7833,286.77,86,100,1.88,CN,1710379598
305,sihanoukville,10.6093,103.5296,300.12,83,40,1.03,KH,1710379598
306,santo antonio,-6.3106,-35.4789,299.06,89,100,1.53,BR,1710379600
307,vadso,70.0744,29.7487,268.24,80,100,4.12,NO,1710379602
308,lompoc,34.6391,-120.4579,293.03,71,0,9.77,US,1710379603
309,lipno,52.8444,19.1785,278.83,95,96,0.45,PL,1710379519
310,toamasina,-18.1667,49.3833,296.15,100,20,1.03,MG,1710379605
311,lodwar,3.1191,35.5973,304.3,38,18,8.09,KE,1710379608
312,akrehamn,59.2667,5.1833,280.05,87,97,7.72,NO,1710379609
313,kokhma,56.9349,41.0915,268.2,94,100,3.58,RU,1710379610
314,el porvenir,13.7617,-87.3458,301.78,32,6,2.19,HN,1710379610
315,kirensk,57.7853,108.1119,265.35,95,100,0.89,RU,1710379611
316,horta,38.5333,-28.6333,289.83,93,15,8.05,PT,1710379613
317,kapuskasing,49.4169,-82.4331,279.2,81,75,2.57,CA,1710379614
318,lima,-12.0432,-77.0282,295.29,78,0,6.17,PE,1710379459
319,yelizovo,53.1873,158.3805,272.23,80,100,12.07,RU,1710379616
320,ibiza,38.9088,1.433,285.26,91,0,0.89,ES,1710379369
321,canavieiras,-15.675,-38.9472,298.59,86,6,0.81,BR,1710379619
322,wajir,1.7471,40.0573,300.42,61,3,7.1,KE,1710379620
323,steinbach,50.1667,8.5667,284.02,89,75,3.09,DE,1710379622
324,nyurba,63.2842,118.3319,251.6,96,67,0.9,RU,1710379624
325,paphos,34.7667,32.4167,288.03,82,20,2.57,CY,1710379614
326,wangjing,24.6,94.0333,288.42,58,5,0.07,IN,1710379629
327,champerico,14.3,-91.9167,301.12,71,33,3.78,GT,1710379630
328,at taj,24.2049,23.2857,291.0,16,100,3.96,LY,1710379632
329,al ghayzah,16.2079,52.176,297.13,86,15,1.37,YE,1710379633
330,guerrero negro,27.9769,-114.0611,289.49,69,0,10.19,MX,1710379445
331,lae,-6.7221,146.9847,304.52,53,40,0.74,PG,1710379636
332,mawlaik,23.6333,94.4167,294.35,46,0,0.42,MM,1710379637
333,shenjiamen,29.9576,122.298,283.31,74,99,2.92,CN,1710379638
334,mar del plata,-38.0023,-57.5575,294.23,94,100,6.71,AR,1710379535
335,kourou,5.1552,-52.6478,300.18,90,70,3.28,GF,1710379644
336,gemena,3.25,19.7667,295.22,89,100,1.1,CD,1710379645
337,turkeli,41.9476,34.3386,283.74,83,100,1.15,TR,1710379646
338,boa viagem,-5.1275,-39.7322,296.87,95,100,0.82,BR,1710379465
339,osh,40.5151,72.8083,274.51,75,20,1.0,KG,1710379468
340,valparaiso,-33.0393,-71.6273,291.95,52,0,2.06,CL,1710379649
341,coahuayana de hidalgo,18.7,-103.6583,297.12,72,79,1.78,MX,1710379650
342,trincomalee,8.5711,81.2335,297.35,86,75,2.2,LK,1710379651
343,uturoa,-16.7333,-151.4333,302.24,73,96,4.61,PF,1710379653
344,kokshetau,53.2775,69.3883,257.33,85,100,6.0,KZ,1710379654
345,colonia,50.9333,6.95,284.79,86,75,2.06,DE,1710379599
346,saint-joseph,-21.3667,55.6167,296.36,77,28,4.64,RE,1710379660
347,mahishadal,22.1833,87.9833,297.72,90,0,3.03,IN,1710379661
348,ridgecrest,35.6225,-117.6709,292.07,24,40,2.68,US,1710379371
349,boyolangu,-8.1181,111.8935,298.11,93,100,2.59,ID,1710379663
350,sampit,-2.5333,112.95,300.28,81,98,1.25,ID,1710379664
351,nanga eboko,4.6833,12.3667,294.26,93,100,0.31,CM,1710379665
352,carnarvon,-24.8667,113.6333,301.8,63,72,4.76,AU,1710379665
353,la gi,10.6667,107.7833,300.47,67,86,5.11,VN,1710379667
354,ancud,-41.8697,-73.8203,284.69,81,93,4.41,CL,1710379671
355,redcliff,-19.0333,29.7833,290.72,86,83,1.9,ZW,1710379672
356,shortandy,51.7006,70.9994,251.05,100,100,3.4,KZ,1710379672
357,kill devil hills,36.0307,-75.676,288.16,63,0,2.57,US,1710379676
358,kiunga,-6.1219,141.2906,298.16,94,93,0.81,PG,1710379677
359,newman,37.3138,-121.0208,291.28,37,98,5.36,US,1710379678
360,arkhangel'sk,64.5401,40.5433,269.21,92,75,3.0,RU,1710379680
361,formosa,-26.1775,-58.1781,304.8,71,8,0.89,AR,1710379623
362,gardner,42.5751,-71.9981,282.07,58,0,2.57,US,1710379632
363,tambacounda,13.7539,-13.7586,302.18,34,0,2.06,SN,1710379685
364,mentekab,3.4854,102.3484,299.79,93,31,0.45,MY,1710379686
365,taber,49.8167,-112.1518,274.16,93,34,3.09,CA,1710379688
366,thinadhoo,0.5333,72.9333,300.94,71,24,2.52,MV,1710379688
367,klaksvik,62.2266,-6.589,278.66,87,100,11.5,FO,1710379689
368,murun-kuren,49.6342,100.1625,269.11,77,100,1.33,MN,1710379690
369,the pas,53.8251,-101.2541,271.16,69,100,2.06,CA,1710379692
370,braslaw,55.644,27.0455,274.0,87,99,2.12,BY,1710379694
371,baranchinskiy,58.1617,59.6991,268.2,92,100,3.42,RU,1710379695
372,debark',13.1561,37.8981,286.98,61,73,2.98,ET,1710379696
373,ulsteinvik,62.3432,5.8487,281.65,67,5,11.18,NO,1710379697
374,al marj,32.488,20.8317,282.26,89,1,2.86,LY,1710379699
375,dongola,19.1667,30.4833,299.47,10,9,6.75,SD,1710379721
376,aimores,-19.4958,-41.0639,296.62,95,43,1.85,BR,1710379722
377,barcelos,41.5388,-8.6151,286.44,90,24,2.15,PT,1710379723
378,altai,46.3722,96.2583,269.41,43,100,0.38,MN,1710379724
379,padang,-0.9492,100.3543,301.18,71,98,1.2,ID,1710379725
380,winnemucca,40.973,-117.7357,279.18,28,0,8.75,US,1710379625
381,afaahiti,-17.75,-149.2833,303.08,80,14,4.91,PF,1710379728
382,whitewater,42.8336,-88.7323,287.49,35,100,4.35,US,1710379730
383,gazli,40.1333,63.45,275.38,87,100,6.77,UZ,1710379732
384,sao jose da coroa grande,-8.8978,-35.1478,300.61,83,57,3.09,BR,1710379734
385,namsos,64.4662,11.4957,277.18,93,100,5.66,NO,1710379735
386,urzhar,47.093,81.6294,270.69,98,100,0.02,KZ,1710379736
387,kimbe,-5.5502,150.1429,302.86,77,55,3.01,PG,1710379736
388,mooirivier,-29.2082,29.9946,288.18,97,100,1.08,ZA,1710379737
389,utrik,11.2278,169.8474,299.33,73,100,11.22,MH,1710379738
390,mata-utu,-13.2816,-176.1745,302.99,71,100,4.34,WF,1710379739
391,ayorou,14.7308,0.9174,302.81,12,16,5.09,NE,1710379742
392,xinyuan,37.3,99.0,269.08,34,100,1.01,CN,1710379743
393,dunedin,-45.8742,170.5036,287.62,57,100,3.63,NZ,1710379448
394,qarazhal,48.0078,70.7903,259.37,98,95,1.87,KZ,1710379748
395,bargaal,11.2864,51.0773,297.68,84,27,1.71,SO,1710379524
396,zhelezinka,53.54,75.3072,255.59,99,95,3.42,KZ,1710379751
397,mahina,-17.5065,-149.489,304.02,70,0,6.69,PF,1710379753
398,bafoulabe,13.8065,-10.8321,304.75,13,69,2.39,ML,1710379754
399,lospalos,-8.5186,127.0025,296.8,93,100,5.9,TL,1710379755
400,sao felix do xingu,-6.6447,-51.995,296.7,98,82,0.9,BR,1710379756
401,sur,22.5667,59.5289,295.58,61,1,0.35,OM,1710379757
402,porto murtinho,-21.6989,-57.8825,304.29,50,67,2.13,BR,1710379759
403,arawa,-6.2132,155.5367,303.18,75,97,2.44,PG,1710379760
404,singaraja,-8.112,115.0882,300.39,89,100,8.01,ID,1710379761
405,metkovic,43.0542,17.6483,278.41,80,63,2.24,HR,1710379763
406,rabo de peixe,37.8,-25.5833,290.92,99,75,6.17,PT,1710379764
407,tazacorte,28.629,-17.9293,291.69,85,75,3.58,ES,1710379766
408,n'zeto,-7.2312,12.8666,300.36,89,100,3.02,AO,1710379767
409,usinsk,65.9939,57.5281,257.63,95,79,6.26,RU,1710379769
410,cuyo,10.8525,121.0086,299.52,76,2,4.74,PH,1710379776
411,sitka,57.0531,-135.33,280.09,70,100,6.17,US,1710379660
412,hasaki,35.7333,140.8333,284.37,44,14,2.15,JP,1710379779
413,boditi,6.9667,37.8667,289.67,60,5,1.41,ET,1710379782
414,happy valley-goose bay,53.3168,-60.3315,274.32,86,100,3.09,CA,1710379783
415,pskov,57.8136,28.3496,276.08,87,75,3.13,RU,1710379785
416,crane,31.3974,-102.3501,296.78,11,45,3.88,US,1710379786
417,aral,40.5156,81.2636,282.16,28,100,3.13,CN,1710379787
418,chitradurga,14.2333,76.4,296.59,58,90,3.54,IN,1710379788
419,kara-balta,42.8142,73.8481,271.59,81,94,2.81,KG,1710379790
420,prince rupert,54.3161,-130.3201,279.98,87,100,16.46,CA,1710379791
421,golfito,8.639,-83.166,299.44,89,100,0.43,CR,1710379704
422,ammon,43.4696,-111.9666,273.43,88,100,2.57,US,1710379799
423,zakamensk,50.3741,103.2863,268.86,89,100,1.48,RU,1710379800
424,northam,51.0333,-4.2167,284.48,92,100,6.82,GB,1710379802
425,la'ie,21.6477,-157.9253,300.13,70,30,1.34,US,1710379804
426,aldan,58.6031,125.3894,263.39,84,99,0.45,RU,1710379806
427,grande prairie,55.1667,-118.8027,277.25,56,75,4.63,CA,1710379735
428,santa cruz de tenerife,28.4682,-16.2546,292.93,96,100,4.12,ES,1710379708
429,victoria point,-27.5833,153.3,301.34,72,54,2.24,AU,1710379813
430,elliot,-31.3333,27.85,286.19,98,100,2.59,ZA,1710379820
431,badger,64.8,-147.5333,259.29,55,75,1.54,US,1710379821
432,mount pearl,47.5166,-52.7813,274.34,98,100,4.63,CA,1710379822
433,andergrove,-21.0833,149.1833,302.95,78,92,7.85,AU,1710379823
434,masuguru,-11.3667,38.4167,295.68,98,70,1.29,TZ,1710379640
435,mejit,10.2753,170.8646,299.55,77,99,10.44,MH,1710379826
436,san rafael,-34.6177,-68.3301,296.9,61,0,3.23,AR,1710379609
437,port blair,11.6667,92.75,298.17,88,78,1.03,IN,1710379829
438,sanctuary point,-35.1114,150.629,301.47,79,76,5.27,AU,1710379831
439,suluru,13.7,80.0167,298.66,73,2,4.6,IN,1710379832
440,lorengau,-2.0226,147.2712,302.84,72,69,5.33,PG,1710379835
441,tweed heads,-28.1817,153.547,301.17,64,75,4.12,AU,1710379835
442,kralendijk,12.15,-68.2667,300.14,78,0,7.72,BQ,1710379838
443,ar rutbah,33.0381,40.2848,284.96,36,0,2.29,IQ,1710379839
444,gurzuf,44.55,34.2833,282.58,84,100,2.72,UA,1710379840
445,suntar,62.1444,117.6319,259.38,92,100,1.53,RU,1710379841
446,bellavista,-7.0561,-76.5911,297.68,91,96,0.34,PE,1710379842
447,beterou,9.1992,2.2586,302.06,66,62,3.95,BJ,1710379843
448,inarajan village,13.2736,144.7484,302.69,88,46,9.65,GU,1710379844
449,xining,36.6167,101.7667,276.49,34,100,1.21,CN,1710379845
450,beloyarskiy,63.7119,66.6722,253.15,90,87,2.68,RU,1710379846
451,laguna,38.421,-121.4238,291.31,37,0,9.26,US,1710379521
452,pont rouge,48.8833,-72.0825,273.31,96,100,0.43,CA,1710379850
453,deshnoke,27.8,73.35,291.44,47,0,0.8,IN,1710379852
454,kemijarvi,66.7131,27.4306,265.94,97,100,2.04,FI,1710379853
455,auki,-8.7676,160.7034,300.72,82,100,0.46,SB,1710379854
456,vilhena,-12.7406,-60.1458,295.49,93,95,1.13,BR,1710379803
457,yurimaguas,-5.9,-76.0833,298.42,93,97,0.66,PE,1710379860
458,cidade velha,14.9167,-23.6167,294.41,78,40,6.17,CV,1710379862
459,hilo,19.7297,-155.09,298.29,90,75,4.63,US,1710379863
460,huilong,31.8111,121.655,282.03,85,100,3.23,CN,1710379864
461,makoua,0.0069,15.6333,296.03,93,100,1.11,CG,1710379866
462,hancheng,32.5186,112.3522,287.29,68,90,0.61,CN,1710379867
463,qamdo,31.1667,97.2333,272.14,42,98,3.24,CN,1710379868
464,bam,29.106,58.357,285.31,41,2,0.75,IR,1710379869
465,puerto santa,-8.9906,-78.6456,295.95,86,100,2.94,PE,1710379870
466,taoudenni,22.6783,-3.9836,296.82,16,0,1.59,ML,1710379871
467,wagar,16.1525,36.2032,301.41,38,16,4.02,SD,1710379874
468,vengerovo,55.6848,76.7471,253.97,100,100,3.09,RU,1710379877
469,najafabad,32.6344,51.3668,271.45,36,9,2.4,IR,1710379878
470,cabedelo,-6.9811,-34.8339,300.52,78,99,3.01,BR,1710379881
471,nadym,65.5333,72.5167,252.5,93,98,5.77,RU,1710379883
472,zahedan,29.4963,60.8629,275.1,64,0,3.09,IR,1710379884
473,alcala del valle,36.9045,-5.1724,278.69,74,13,1.45,ES,1710379886
474,levuka,50.1834,-105.4011,273.05,98,100,3.44,CA,1710379888
475,quesada,10.3238,-84.4271,297.88,86,72,1.83,CR,1710379706
476,sao joao da barra,-21.6403,-41.0511,297.57,82,45,1.84,BR,1710379892
477,sarangani,5.4033,125.4636,300.19,77,58,11.32,PH,1710379894
478,anchorage,61.2181,-149.9003,277.64,60,0,2.57,US,1710379800
479,turpan,42.9333,89.1667,284.85,36,100,1.01,CN,1710379897
480,richards bay,-28.783,32.0377,295.88,82,64,6.56,ZA,1710379898
481,mana,5.6592,-53.7767,299.66,86,78,3.5,GF,1710379900
482,maiyama,12.0841,4.3677,306.06,24,77,2.74,NG,1710379903
483,kavaratti,10.5669,72.642,301.21,69,100,3.37,IN,1710379906
484,eforie sud,44.0229,28.6494,279.71,87,99,5.84,RO,1710379906
485,bytow,54.1706,17.4919,277.71,88,100,2.78,PL,1710379911
486,batu pahat,1.8548,102.9325,300.48,74,93,2.22,MY,1710379912
487,flat river,37.8501,-90.5168,294.52,60,0,4.12,US,1710379913
488,casablanca,33.5928,-7.6192,289.16,82,20,1.79,MA,1710379915
489,loa janan,-0.583,117.095,299.84,83,100,1.35,ID,1710379916
490,ataq,14.5377,46.8319,293.47,57,65,3.34,YE,1710379917
491,isiro,2.7739,27.616,297.68,51,100,1.2,CD,1710379918
492,port angeles,48.1181,-123.4307,283.21,69,0,0.0,US,1710379920
493,piton saint-leu,-21.2196,55.3151,296.19,83,54,1.03,RE,1710379921
494,ocean city,39.2776,-74.5746,286.25,67,96,1.79,US,1710379806
495,namdrik,5.5994,168.1028,301.19,80,100,10.16,MH,1710379923
496,shihezi,44.3,86.0333,274.1,100,100,2.65,CN,1710379925
497,san jose del cabo,23.0589,-109.6977,299.31,51,40,5.66,MX,1710379864
498,prince george,53.9166,-122.753,279.84,39,100,3.6,CA,1710379823
499,sinop,41.7711,34.8709,281.26,81,100,0.97,TR,1710379627
500,murzuq,25.9155,13.9184,290.12,23,0,3.88,LY,1710379930
501,fort st. john,56.2499,-120.8529,278.09,45,40,8.23,CA,1710379931
502,middelburg,-25.7751,29.4648,290.68,45,43,1.25,ZA,1710379932
503,bathsheba,13.2167,-59.5167,300.49,74,40,8.23,BB,1710379934
504,tabou,4.423,-7.3528,300.27,89,93,3.04,CI,1710379935
505,jalai nur,49.45,117.7,267.59,86,100,1.75,CN,1710379937
506,nguigmi,14.2495,13.1092,300.76,18,91,4.87,NE,1710379940
507,malax,62.9423,21.5731,274.12,96,100,5.66,FI,1710379942
508,ingenio la esperanza,-24.2255,-64.839,303.42,62,76,0.47,AR,1710379946
509,bangar,16.8936,120.4243,301.8,58,87,2.57,PH,1710379948
510,esmeraldas,-19.7625,-44.3139,298.73,92,16,1.53,BR,1710379914
511,manta,-0.95,-80.7333,301.03,75,75,4.92,EC,1710379807
512,bibbiena,43.6965,11.8135,282.08,86,11,0.32,IT,1710379956
513,el fasher,13.6279,25.3494,301.17,11,100,3.44,SD,1710379957
514,darwin,-12.4611,130.8418,300.31,89,75,4.12,AU,1710379958
515,howard springs,-12.497,131.047,300.27,90,100,2.22,AU,1710379960
516,pointe-noire,-4.7761,11.8635,300.7,88,100,3.63,CG,1710379964
517,hargeysa,9.56,44.065,292.54,80,5,2.16,SO,1710379965
518,udachny,66.4167,112.4,247.08,94,82,2.06,RU,1710379966
519,acarau,-2.8856,-40.12,299.5,89,100,3.68,BR,1710379967
520,hajin,34.6927,40.827,287.34,30,8,4.82,SY,1710379969
521,beneditinos,-5.45,-42.3667,298.01,93,100,1.48,BR,1710379971
522,caleta de carquin,-11.0925,-77.6267,295.54,89,97,2.96,PE,1710379972
523,kailua-kona,19.6406,-155.9956,301.13,76,40,6.17,US,1710379973
524,sevastopol,44.6,33.5333,282.59,62,98,0.89,UA,1710379978
525,minas de marcona,-15.2119,-75.1103,291.44,82,69,6.36,PE,1710379979
526,stephenville,32.2207,-98.2023,296.62,68,0,5.14,US,1710379980
527,hobro,56.6431,9.7903,282.59,94,100,7.41,DK,1710379981
528,castillos,-34.1667,-53.8333,295.04,93,100,4.53,UY,1710379984
529,fuyu,45.1833,124.8167,279.08,43,83,3.4,CN,1710379985
530,grootfontein,-19.5667,18.1167,297.91,36,10,1.54,NA,1710379986
531,stung treng,13.5259,105.9683,302.73,60,74,2.4,KH,1710379987
532,saint-pierre,-21.3393,55.4781,296.97,83,25,1.03,RE,1710379988
533,zelenoborskiy,66.845,32.3622,264.74,97,100,1.39,RU,1710379990
534,al wafrah,28.6392,47.9306,289.46,35,85,2.95,KW,1710379991
535,kuqa,41.7278,82.9364,280.87,29,100,3.71,CN,1710379789
536,wellington,-41.2866,174.7756,293.7,59,20,8.23,NZ,1710379820
537,saint joseph,39.7686,-94.8466,290.61,72,100,5.42,US,1710379878
538,garrni,40.1193,44.7344,272.48,43,100,2.56,AM,1710379997
539,natal,-5.795,-35.2094,300.51,89,20,1.54,BR,1710379506
